,Unnamed: 0.1,Unnamed: 0,material_id,formation_energy_per_atom,dft_band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup_number,azure_bulk_modulus,larsen_score_2d,Si_100_mismatch,azure_band_gap,dft_bulk_modulus,dft_poisson_ratio,dft_mag_density,Log_rate
511,2185,2185,mp-1209460,-2.6929870555555566,3.6147,Rb2Mo(OF2)2,0.0023591416666643,"['F', 'Mo', 'O', 'Rb']","# generated using pymatgen
data_Rb2Mo(OF2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.83395929
_cell_length_b   7.83395929
_cell_length_c   7.19505100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   134.38685083
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2Mo(OF2)2
_chemical_formula_sum   'Rb4 Mo2 O4 F8'
_cell_volume   315.55837024
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.77210100  0.22789900  0.49591900  1
  Rb  Rb1  1  0.22789900  0.77210100  0.99591900  1
  Rb  Rb2  1  0.54862500  0.45137500  0.00768500  1
  Rb  Rb3  1  0.45137500  0.54862500  0.50768500  1
  Mo  Mo4  1  0.88566400  0.11433600  0.98350900  1
  Mo  Mo5  1  0.11433600  0.88566400  0.48350900  1
  O  O6  1  0.89625500  0.65490300  0.33075100  1
  O  O7  1  0.10374500  0.34509700  0.83075100  1
  O  O8  1  0.65490300  0.89625500  0.83075100  1
  O  O9  1  0.34509700  0.10374500  0.33075100  1
  F  F10  1  0.74991600  0.25008400  0.03417000  1
  F  F11  1  0.25008400  0.74991600  0.53417000  1
  F  F12  1  0.10824900  0.33685800  0.20454400  1
  F  F13  1  0.89175100  0.66314200  0.70454400  1
  F  F14  1  0.33685800  0.10824900  0.70454400  1
  F  F15  1  0.66314200  0.89175100  0.20454400  1
  F  F16  1  0.98071100  0.01928900  0.51412800  1
  F  F17  1  0.01928900  0.98071100  0.01412800  1
",36.0,31.41314882185138,0.0240087654992653,0.014449512375236,3.5958197116851807,,,2.151741370337317e-06,4.779712891182513
512,2186,2186,mp-754023,-2.8664489571077585,0.0,Li3Mn5OF11,0.0622493112500013,"['F', 'Li', 'Mn', 'O']","# generated using pymatgen
data_Li3Mn5OF11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41302985
_cell_length_b   5.75387813
_cell_length_c   9.55952172
_cell_angle_alpha   86.09320343
_cell_angle_beta   74.45432146
_cell_angle_gamma   118.42310952
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Mn5OF11
_chemical_formula_sum   'Li3 Mn5 O1 F11'
_cell_volume   245.44893930
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.13927100  0.85051000  0.57582300  1
  Li  Li1  1  0.84019100  0.12801500  0.44408100  1
  Li  Li2  1  0.85366100  0.62094400  0.92490100  1
  Mn  Mn3  1  0.12208900  0.36028000  0.06915400  1
  Mn  Mn4  1  0.38151700  0.91704400  0.17585300  1
  Mn  Mn5  1  0.35379600  0.37812800  0.67034200  1
  Mn  Mn6  1  0.64336000  0.61150600  0.32457900  1
  Mn  Mn7  1  0.66076600  0.11893200  0.82959000  1
  O  O8  1  0.74657100  0.22822300  0.01990900  1
  F  F9  1  0.06484100  0.53220300  0.71145700  1
  F  F10  1  0.04164500  0.02075100  0.22717500  1
  F  F11  1  0.44912900  0.87170400  0.38180100  1
  F  F12  1  0.53790700  0.61575600  0.12590100  1
  F  F13  1  0.24547100  0.27059900  0.47008900  1
  F  F14  1  0.23345500  0.78050400  0.97586600  1
  F  F15  1  0.75611000  0.72105300  0.52399900  1
  F  F16  1  0.45258700  0.39473600  0.86902300  1
  F  F17  1  0.56315200  0.13075000  0.62768800  1
  F  F18  1  0.95543400  0.47925600  0.28230500  1
  F  F19  1  0.95904800  0.96910600  0.77046400  1
",1.0,63.3617666929204,0.0604470161193369,0.0092326047581926,2.163897434870402,,,0.1018759973932953,4.099483378677028
513,2187,2187,mp-768305,-3.5840951590476204,3.7158,Sr2HfO4,0.0186106650000006,"['Sr', 'Hf', 'O']","# generated using pymatgen
data_Sr2HfO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.04503557
_cell_length_b   7.04503557
_cell_length_c   7.04503557
_cell_angle_alpha   146.03241834
_cell_angle_beta   146.03241834
_cell_angle_gamma   48.79861333
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr2HfO4
_chemical_formula_sum   'Sr2 Hf1 O4'
_cell_volume   108.67909855
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.64773300  0.64773300  0.00000000  1
  Sr  Sr1  1  0.35226700  0.35226700  0.00000000  1
  Hf  Hf2  1  0.00000000  0.00000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
  O  O5  1  0.83608000  0.83608000  0.00000000  1
  O  O6  1  0.16392000  0.16392000  0.00000000  1
",139.0,119.71403674157692,0.0,0.0053157619993812,3.7749764919281006,123.4101520677774,0.2560178658083129,0.0,5.512170956609412
514,2189,2189,mp-556375,-3.0248473020000004,3.8494,Ba2LaSbO6,0.0070594634999991,"['Ba', 'La', 'O', 'Sb']","# generated using pymatgen
data_Ba2LaSbO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.18182300
_cell_length_b   6.17272500
_cell_length_c   10.69845867
_cell_angle_alpha   54.86944410
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2LaSbO6
_chemical_formula_sum   'Ba4 La2 Sb2 O12'
_cell_volume   333.87555494
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00518800  0.75046300  0.25056200  1
  Ba  Ba1  1  0.50518800  0.24953700  0.24943800  1
  Ba  Ba2  1  0.49481200  0.75046300  0.75056200  1
  Ba  Ba3  1  0.99481200  0.24953700  0.74943800  1
  La  La4  1  0.00000000  0.50000000  0.00000000  1
  La  La5  1  0.50000000  0.50000000  0.50000000  1
  Sb  Sb6  1  0.50000000  0.00000000  0.00000000  1
  Sb  Sb7  1  0.00000000  0.00000000  0.50000000  1
  O  O8  1  0.50793100  0.23279600  0.76918300  1
  O  O9  1  0.78388100  0.75304200  0.50158000  1
  O  O10  1  0.25520500  0.78825300  0.99513800  1
  O  O11  1  0.75520500  0.21174700  0.50486200  1
  O  O12  1  0.21611900  0.24695800  0.49842000  1
  O  O13  1  0.24479500  0.78825300  0.49513800  1
  O  O14  1  0.28388100  0.24695800  0.99842000  1
  O  O15  1  0.74479500  0.21174700  0.00486200  1
  O  O16  1  0.99206900  0.23279600  0.26918300  1
  O  O17  1  0.00793100  0.76720400  0.73081700  1
  O  O18  1  0.71611900  0.75304200  0.00158000  1
  O  O19  1  0.49206900  0.76720400  0.23081700  1
",14.0,110.58373077841208,0.0,0.0097861161859748,3.7117161750793457,,,3.687002482767658e-07,4.854240934234351
515,2195,2195,mp-1188203,-2.562449778333334,0.8277,Rb2V(OF2)2,0.0775027076328527,"['F', 'O', 'Rb', 'V']","# generated using pymatgen
data_Rb2V(OF2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.11951858
_cell_length_b   6.11951858
_cell_length_c   9.29606200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   88.47219637
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2V(OF2)2
_chemical_formula_sum   'Rb4 V2 O4 F8'
_cell_volume   347.99989294
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.75224000  0.24776000  0.50000000  1
  Rb  Rb1  1  0.75224000  0.24776000  0.00000000  1
  Rb  Rb2  1  0.24776000  0.75224000  0.50000000  1
  Rb  Rb3  1  0.24776000  0.75224000  0.00000000  1
  V  V4  1  0.25364900  0.25364900  0.25000000  1
  V  V5  1  0.74635100  0.74635100  0.75000000  1
  O  O6  1  0.06247600  0.06247600  0.25000000  1
  O  O7  1  0.93752400  0.93752400  0.75000000  1
  O  O8  1  0.47959000  0.47959000  0.25000000  1
  O  O9  1  0.52041000  0.52041000  0.75000000  1
  F  F10  1  0.26267300  0.26267300  0.45437700  1
  F  F11  1  0.73732700  0.73732700  0.54562300  1
  F  F12  1  0.26267300  0.26267300  0.04562300  1
  F  F13  1  0.73732700  0.73732700  0.95437700  1
  F  F14  1  0.07426700  0.50533800  0.25000000  1
  F  F15  1  0.49466200  0.92573300  0.75000000  1
  F  F16  1  0.92573300  0.49466200  0.75000000  1
  F  F17  1  0.50533800  0.07426700  0.25000000  1
",63.0,24.23057278054478,0.0,0.015607722957428,0.8413507143656412,,,0.0057545532071974,4.713960584132799
516,2199,2199,mp-10547,-1.0679558625,1.4853999999999998,RbAuO,0.0,"['Au', 'O', 'Rb']","# generated using pymatgen
data_RbAuO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.76632448
_cell_length_b   7.76632448
_cell_length_c   7.76632448
_cell_angle_alpha   98.42961263
_cell_angle_beta   98.42961263
_cell_angle_gamma   134.97607032
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbAuO
_chemical_formula_sum   'Rb4 Au4 O4'
_cell_volume   306.11927344
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.19329700  0.50000000  0.69329700  1
  Rb  Rb1  1  0.50000000  0.19329700  0.69329700  1
  Rb  Rb2  1  0.50000000  0.80670300  0.30670300  1
  Rb  Rb3  1  0.80670300  0.50000000  0.30670300  1
  Au  Au4  1  0.85162100  0.85162100  0.70324300  1
  Au  Au5  1  0.14837900  0.85162100  0.00000000  1
  Au  Au6  1  0.85162100  0.14837900  0.00000000  1
  Au  Au7  1  0.14837900  0.14837900  0.29675700  1
  O  O8  1  0.71266600  0.00000000  0.71266600  1
  O  O9  1  0.00000000  0.71266600  0.71266600  1
  O  O10  1  0.00000000  0.28733400  0.28733400  1
  O  O11  1  0.28733400  0.00000000  0.28733400  1
",139.0,25.513487311063688,0.0,0.0085828305375944,1.3958594004313152,,,0.0,4.698590195593368
517,2200,2200,mp-755557,-1.5677035550000002,0.2858000000000005,Mg(NiO2)2,0.0064014136507948,"['Mg', 'Ni', 'O']","# generated using pymatgen
data_Mg(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.68355713
_cell_length_b   5.68374173
_cell_length_c   6.00618123
_cell_angle_alpha   118.24074402
_cell_angle_beta   118.23980492
_cell_angle_gamma   90.00012287
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(NiO2)2
_chemical_formula_sum   'Mg2 Ni4 O8'
_cell_volume   144.18122268
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.37500300  0.62500100  0.75000400  1
  Mg  Mg1  1  0.62499700  0.37499900  0.24999600  1
  Ni  Ni2  1  0.00000000  0.00000000  0.49999900  1
  Ni  Ni3  1  0.00000000  0.50000000  0.00000000  1
  Ni  Ni4  1  0.50000000  0.00000000  0.49999900  1
  Ni  Ni5  1  0.00000000  0.00000000  0.00000000  1
  O  O6  1  0.76072600  0.78607900  0.52145900  1
  O  O7  1  0.76463600  0.23927800  0.97854800  1
  O  O8  1  0.21392000  0.23927600  0.97854300  1
  O  O9  1  0.23927400  0.21392100  0.47854200  1
  O  O10  1  0.23927700  0.76463300  0.47854700  1
  O  O11  1  0.23536400  0.76072200  0.02145200  1
  O  O12  1  0.76072300  0.23536700  0.52145400  1
  O  O13  1  0.78608000  0.76072400  0.02145700  1
",141.0,147.6633792964909,4.084418482202569e-07,0.006425262332867,0.3400450944900512,,,0.0288850633211807,4.049224646811422
518,2204,2204,mp-28918,-1.9611936338888896,1.1942,Sb2WO6,0.0,"['O', 'Sb', 'W']","# generated using pymatgen
data_Sb2WO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.06106100
_cell_length_b   5.62345000
_cell_length_c   9.37754265
_cell_angle_alpha   84.29895118
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb2WO6
_chemical_formula_sum   'Sb4 W2 O12'
_cell_volume   265.57060294
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.44555100  0.38876800  0.16633300  1
  Sb  Sb1  1  0.05528500  0.88766900  0.16609700  1
  Sb  Sb2  1  0.94555100  0.61123200  0.83366700  1
  Sb  Sb3  1  0.55528500  0.11233100  0.83390300  1
  W  W4  1  0.02100600  0.24768600  0.50391200  1
  W  W5  1  0.52100600  0.75231400  0.49608800  1
  O  O6  1  0.77786000  0.52877500  0.44531700  1
  O  O7  1  0.73547100  0.02737000  0.44433300  1
  O  O8  1  0.23547100  0.97263000  0.55566700  1
  O  O9  1  0.27786000  0.47122500  0.55468300  1
  O  O10  1  0.86056200  0.23566300  0.69062500  1
  O  O11  1  0.13947700  0.26532500  0.30843500  1
  O  O12  1  0.63947700  0.73467500  0.69156500  1
  O  O13  1  0.36056200  0.76433700  0.30937500  1
  O  O14  1  0.18553400  0.61065100  0.05873800  1
  O  O15  1  0.31816500  0.10898000  0.06096400  1
  O  O16  1  0.68553400  0.38934900  0.94126200  1
  O  O17  1  0.81816500  0.89102000  0.93903600  1
",4.0,67.76769573157675,0.5675174109887876,0.0156606713294737,1.5490483442942302,,,0.0,6.269490033107437
519,2205,2205,mp-12410,-2.770776511,0.0,Ba2TbIrO6,0.0,"['Ba', 'Ir', 'O', 'Tb']","# generated using pymatgen
data_Ba2TbIrO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98488250
_cell_length_b   5.98488250
_cell_length_c   5.98488250
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2TbIrO6
_chemical_formula_sum   'Ba2 Tb1 Ir1 O6'
_cell_volume   151.58348491
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75000000  0.75000000  0.75000000  1
  Ba  Ba1  1  0.25000000  0.25000000  0.25000000  1
  Tb  Tb2  1  0.50000000  0.50000000  0.50000000  1
  Ir  Ir3  1  0.00000000  0.00000000  0.00000000  1
  O  O4  1  0.76483900  0.76483900  0.23516100  1
  O  O5  1  0.76483900  0.23516100  0.76483900  1
  O  O6  1  0.23516100  0.76483900  0.23516100  1
  O  O7  1  0.76483900  0.23516100  0.23516100  1
  O  O8  1  0.23516100  0.23516100  0.76483900  1
  O  O9  1  0.23516100  0.76483900  0.76483900  1
",225.0,130.28543520839932,0.0,0.0113864807898993,0.0001412611454725,,,0.0131941134695807,4.287537094215968
520,2211,2211,mp-25223,-1.7860791626436785,1.4892,MnO2,0.0197507775000005,"['Mn', 'O']","# generated using pymatgen
data_MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.93110801
_cell_length_b   2.93110801
_cell_length_c   4.69792300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000021
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnO2
_chemical_formula_sum   'Mn1 O2'
_cell_volume   34.95426460
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.00000000  0.00000000  0.50000000  1
  O  O1  1  0.66666700  0.33333300  0.29553800  1
  O  O2  1  0.33333300  0.66666700  0.70446200  1
",164.0,63.53703237029503,0.9548611987577336,0.0067370587316223,1.2948754231135051,,,0.0922590593919677,4.353671742947731
521,2221,2221,mp-546790,-2.177471895,1.1839000000000004,LaCuTeO,0.0083555681250002,"['La', 'Cu', 'Te', 'O']","# generated using pymatgen
data_LaCuTeO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18282500
_cell_length_b   4.18282500
_cell_length_c   9.38487000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaCuTeO
_chemical_formula_sum   'La2 Cu2 Te2 O2'
_cell_volume   164.19791996
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.50000000  0.00000000  0.12625100  1
  La  La1  1  0.00000000  0.50000000  0.87374900  1
  Cu  Cu2  1  0.00000000  0.00000000  0.50000000  1
  Cu  Cu3  1  0.50000000  0.50000000  0.50000000  1
  Te  Te4  1  0.50000000  0.00000000  0.67557800  1
  Te  Te5  1  0.00000000  0.50000000  0.32442200  1
  O  O6  1  0.00000000  0.00000000  0.00000000  1
  O  O7  1  0.50000000  0.50000000  0.00000000  1
",129.0,73.78261875722848,0.0071247664740866,0.0012254541743048,1.263767123222351,67.05267614605853,0.3411037223452807,1.5554399231265834e-06,4.470666689136555
522,2223,2223,mp-504573,-1.937366963571429,0.0,Cr2CuO4,0.0224228549999967,"['Cr', 'Cu', 'O']","# generated using pymatgen
data_Cr2CuO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.97285325
_cell_length_b   5.97285289
_cell_length_c   5.97285336
_cell_angle_alpha   89.82496049
_cell_angle_beta   60.10101668
_cell_angle_gamma   119.89900115
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr2CuO4
_chemical_formula_sum   'Cr4 Cu2 O8'
_cell_volume   150.90056616
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00000000  0.50000000  0.50000000  1
  Cr  Cr1  1  0.50000100  0.50000000  0.49999900  1
  Cr  Cr2  1  0.00000000  0.00000000  0.49999900  1
  Cr  Cr3  1  0.50000000  0.50000000  0.00000000  1
  Cu  Cu4  1  0.74999900  0.12500000  0.12500100  1
  Cu  Cu5  1  0.25000000  0.87500000  0.87500000  1
  O  O6  1  0.97546700  0.73702000  0.73844700  1
  O  O7  1  0.52453300  0.28608700  0.73844700  1
  O  O8  1  0.97546800  0.73844700  0.28608600  1
  O  O9  1  0.47546700  0.26155300  0.26298000  1
  O  O10  1  0.02453300  0.26155400  0.71391300  1
  O  O11  1  0.47546700  0.71391400  0.26155400  1
  O  O12  1  0.52453300  0.73844700  0.73702000  1
  O  O13  1  0.02453200  0.26297900  0.26155400  1
",227.0,182.9921381301469,0.0,0.0129102096417035,0.0001469866062204,,,0.0699545371928264,3.766686330555108
523,2225,2225,mp-12326,-2.3650328105000007,2.4902999999999995,CaZn(GeO3)2,0.0169842956833345,"['Ca', 'Ge', 'O', 'Zn']","# generated using pymatgen
data_CaZn(GeO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.88258194
_cell_length_b   6.88258194
_cell_length_c   5.51303472
_cell_angle_alpha   78.43994261
_cell_angle_beta   78.43994261
_cell_angle_gamma   82.89265486
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaZn(GeO3)2
_chemical_formula_sum   'Ca2 Zn2 Ge4 O12'
_cell_volume   249.71279796
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.69687300  0.30312700  0.75000000  1
  Ca  Ca1  1  0.30312700  0.69687300  0.25000000  1
  Zn  Zn2  1  0.09341100  0.90658900  0.75000000  1
  Zn  Zn3  1  0.90658900  0.09341100  0.25000000  1
  Ge  Ge4  1  0.18618100  0.38241900  0.77445500  1
  Ge  Ge5  1  0.61758100  0.81381900  0.72554500  1
  Ge  Ge6  1  0.81381900  0.61758100  0.22554500  1
  Ge  Ge7  1  0.38241900  0.18618100  0.27445500  1
  O  O8  1  0.38839400  0.32862300  0.51633900  1
  O  O9  1  0.67137700  0.61160600  0.98366100  1
  O  O10  1  0.61160600  0.67137700  0.48366100  1
  O  O11  1  0.32862300  0.38839400  0.01633900  1
  O  O12  1  0.62431900  0.10318400  0.15481800  1
  O  O13  1  0.89681600  0.37568100  0.34518200  1
  O  O14  1  0.37568100  0.89681600  0.84518200  1
  O  O15  1  0.10318400  0.62431900  0.65481800  1
  O  O16  1  0.01579800  0.20113700  0.86576100  1
  O  O17  1  0.79886300  0.98420200  0.63423900  1
  O  O18  1  0.98420200  0.79886300  0.13423900  1
  O  O19  1  0.20113700  0.01579800  0.36576100  1
",15.0,103.16493839598115,0.0,0.0073402072656569,2.4286433855692544,,,,4.176749693447803
524,2227,2227,mp-753360,-2.175366850000001,3.1144000000000003,BiOF,0.0405885841666666,"['Bi', 'O', 'F']","# generated using pymatgen
data_BiOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.64413900
_cell_length_b   6.53816300
_cell_length_c   7.74926500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BiOF
_chemical_formula_sum   'Bi4 O4 F4'
_cell_volume   184.63379243
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Bi  Bi0  1  0.75000000  0.20334700  0.09829100  1
  Bi  Bi1  1  0.25000000  0.29665300  0.59829100  1
  Bi  Bi2  1  0.75000000  0.70334700  0.40170900  1
  Bi  Bi3  1  0.25000000  0.79665300  0.90170900  1
  O  O4  1  0.75000000  0.00605500  0.86201500  1
  O  O5  1  0.25000000  0.49394500  0.36201500  1
  O  O6  1  0.75000000  0.50605500  0.63798500  1
  O  O7  1  0.25000000  0.99394500  0.13798500  1
  F  F8  1  0.75000000  0.14531400  0.41717300  1
  F  F9  1  0.25000000  0.35468600  0.91717300  1
  F  F10  1  0.75000000  0.64531400  0.08282700  1
  F  F11  1  0.25000000  0.85468600  0.58282700  1
",62.0,61.22232765468027,0.0,0.0024992577560003,3.012850205103556,,,8.124189945282851e-09,2.3469585391863816
525,2229,2229,mp-22280,-2.409582056999999,0.0,PrNiO3,0.0,"['Ni', 'O', 'Pr']","# generated using pymatgen
data_PrNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.46677200
_cell_length_b   5.48540400
_cell_length_c   7.74529200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrNiO3
_chemical_formula_sum   'Pr4 Ni4 O12'
_cell_volume   232.26157979
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.03745300  0.99157000  0.75000000  1
  Pr  Pr1  1  0.53745300  0.50843000  0.75000000  1
  Pr  Pr2  1  0.46254700  0.49157000  0.25000000  1
  Pr  Pr3  1  0.96254700  0.00843000  0.25000000  1
  Ni  Ni4  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni5  1  0.50000000  0.00000000  0.00000000  1
  Ni  Ni6  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni7  1  0.00000000  0.50000000  0.00000000  1
  O  O8  1  0.71900000  0.27972000  0.45883900  1
  O  O9  1  0.21900000  0.22028000  0.04116100  1
  O  O10  1  0.78100000  0.77972000  0.54116100  1
  O  O11  1  0.28100000  0.72028000  0.95883900  1
  O  O12  1  0.28100000  0.72028000  0.54116100  1
  O  O13  1  0.78100000  0.77972000  0.95883900  1
  O  O14  1  0.21900000  0.22028000  0.45883900  1
  O  O15  1  0.71900000  0.27972000  0.04116100  1
  O  O16  1  0.51030000  0.92537500  0.25000000  1
  O  O17  1  0.01030000  0.57462500  0.25000000  1
  O  O18  1  0.98970000  0.42537500  0.75000000  1
  O  O19  1  0.48970000  0.07462500  0.75000000  1
",62.0,158.0556213710234,0.0,0.003971795288116,5.631366123755773e-05,,,0.0179642961537438,5.116575441101109
