,material_id,formation_energy_per_atom,dft_band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup_number,azure_bulk_modulus,larsen_score_2d,Si_100_mismatch,azure_band_gap,dft_bulk_modulus,dft_poisson_ratio,dft_mag_density,Log_rate
0,mp-6144,-3.415011667,2.083,Na2La2Ti3O10,0.012504804,"['La', 'Na', 'O', 'Ti']","# generated using pymatgen
data_Na2La2Ti3O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   14.69641334
_cell_length_b   14.69641334
_cell_length_c   14.69641334
_cell_angle_alpha   164.86303529
_cell_angle_beta   164.86303529
_cell_angle_gamma   21.47009583
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2La2Ti3O10
_chemical_formula_sum   'Na2 La2 Ti3 O10'
_cell_volume   216.40687731
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.71177800  0.71177800  0.00000000  1.0
  Na  Na1  1  0.28822200  0.28822200  0.00000000  1.0
  La  La2  1  0.57527700  0.57527700  0.00000000  1.0
  La  La3  1  0.42472300  0.42472300  0.00000000  1.0
  Ti  Ti4  1  0.85219600  0.85219600  0.00000000  1.0
  Ti  Ti5  1  0.14780400  0.14780400  0.00000000  1.0
  Ti  Ti6  1  0.00000000  0.00000000  0.00000000  1.0
  O  O7  1  0.36674700  0.86674700  0.50000000  1.0
  O  O8  1  0.86674700  0.36674700  0.50000000  1.0
  O  O9  1  0.63325300  0.13325300  0.50000000  1.0
  O  O10  1  0.13325300  0.63325300  0.50000000  1.0
  O  O11  1  0.79138100  0.79138100  0.00000000  1.0
  O  O12  1  0.20861900  0.20861900  0.00000000  1.0
  O  O13  1  0.50000000  0.00000000  0.50000000  1.0
  O  O14  1  0.06734300  0.06734300  0.00000000  1.0
  O  O15  1  0.93265700  0.93265700  0.00000000  1.0
  O  O16  1  0.00000000  0.50000000  0.50000000  1.0
",139,119.4006844,0.007515893,0.003791973,2.11339426,,,1.28E-05,4.605170186
1,mp-1222828,-2.894918815,1.2,LaNb2AgO7,0.064721773,"['Ag', 'La', 'Nb', 'O']","# generated using pymatgen
data_LaNb2AgO7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.30538971
_cell_length_b   11.30538971
_cell_length_c   11.30538971
_cell_angle_alpha   159.95168909
_cell_angle_beta   159.95168909
_cell_angle_gamma   28.50111804
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaNb2AgO7
_chemical_formula_sum   'La1 Nb2 Ag1 O7'
_cell_volume   169.72954872
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00000000  0.00000000  1.0
  Nb  Nb1  1  0.60385000  0.60385000  0.00000000  1.0
  Nb  Nb2  1  0.39615000  0.39615000  0.00000000  1.0
  Ag  Ag3  1  0.25000000  0.75000000  0.50000000  1.0
  O  O4  1  0.68686000  0.68686000  0.00000000  1.0
  O  O5  1  0.31314000  0.31314000  0.00000000  1.0
  O  O6  1  0.41612500  0.91612500  0.50000000  1.0
  O  O7  1  0.91638800  0.41638800  0.50000000  1.0
  O  O8  1  0.58361200  0.08361200  0.50000000  1.0
  O  O9  1  0.08387500  0.58387500  0.50000000  1.0
  O  O10  1  0.50000000  0.50000000  0.00000000  1.0
",119,140.1810021,7.77E-16,0.004276696,1.123539448,,,6.38E-06,5.33753808
2,mp-541600,-3.383709174,2.3257,RbLaTa2O7,0.021469098,"['La', 'O', 'Rb', 'Ta']","# generated using pymatgen
data_RbLaTa2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.91039400
_cell_length_b   3.91039400
_cell_length_c   11.31445800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbLaTa2O7
_chemical_formula_sum   'Rb1 La1 Ta2 O7'
_cell_volume   173.01142786
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.50000000  0.50000000  0.50000000  1.0
  La  La1  1  0.50000000  0.50000000  0.00000000  1.0
  Ta  Ta2  1  0.00000000  0.00000000  0.20368300  1.0
  Ta  Ta3  1  0.00000000  0.00000000  0.79631700  1.0
  O  O4  1  0.00000000  0.00000000  0.00000000  1.0
  O  O5  1  0.00000000  0.50000000  0.16559000  1.0
  O  O6  1  0.50000000  0.00000000  0.16559000  1.0
  O  O7  1  0.00000000  0.50000000  0.83441000  1.0
  O  O8  1  0.50000000  0.00000000  0.83441000  1.0
  O  O9  1  0.00000000  0.00000000  0.36298300  1.0
  O  O10  1  0.00000000  0.00000000  0.63701700  1.0
",123,97.10262769,0.343050088,0.008661892,2.345044057,,,4.33E-07,2.740840024
3,mp-1179025,-2.509956528,1.553,Ti3(BiO3)4,0.040116307,"['Bi', 'O', 'Ti']","# generated using pymatgen
data_Ti3(BiO3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86469438
_cell_length_b   3.86469438
_cell_length_c   16.97887473
_cell_angle_alpha   84.22256089
_cell_angle_beta   84.22256089
_cell_angle_gamma   88.83345503
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti3(BiO3)4
_chemical_formula_sum   'Ti3 Bi4 O12'
_cell_volume   251.01098912
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.36472200  0.36472200  0.25703500  1.0
  Ti  Ti1  1  0.63527800  0.63527800  0.74296500  1.0
  Ti  Ti2  1  0.50000000  0.50000000  0.00000000  1.0
  Bi  Bi3  1  0.86044400  0.86044400  0.13246100  1.0
  Bi  Bi4  1  0.22224400  0.22224400  0.57650600  1.0
  Bi  Bi5  1  0.77775600  0.77775600  0.42349400  1.0
  Bi  Bi6  1  0.13955600  0.13955600  0.86753900  1.0
  O  O7  1  0.46500800  0.46500800  0.11847700  1.0
  O  O8  1  0.53499200  0.53499200  0.88152300  1.0
  O  O9  1  0.58914100  0.10669100  0.76737900  1.0
  O  O10  1  0.24973300  0.75026700  0.50000000  1.0
  O  O11  1  0.41085900  0.89330900  0.23262100  1.0
  O  O12  1  0.75026700  0.24973300  0.50000000  1.0
  O  O13  1  0.10669100  0.58914100  0.76737900  1.0
  O  O14  1  0.00000000  0.50000000  0.00000000  1.0
  O  O15  1  0.67707500  0.67707500  0.63673200  1.0
  O  O16  1  0.32292500  0.32292500  0.36326800  1.0
  O  O17  1  0.89330900  0.41085900  0.23262100  1.0
  O  O18  1  0.50000000  0.00000000  0.00000000  1.0
",12,118.4302457,0.470843534,0.011933731,1.491622051,,,3.05E-06,3.555348061
4,mp-553248,-3.195928546,1.4846,CsLaNb2O7,0.033167479,"['Cs', 'La', 'Nb', 'O']","# generated using pymatgen
data_CsLaNb2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95210500
_cell_length_b   3.95210500
_cell_length_c   11.50383300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsLaNb2O7
_chemical_formula_sum   'Cs1 La1 Nb2 O7'
_cell_volume   179.67990835
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00000000  0.00000000  0.50000000  1.0
  La  La1  1  0.00000000  0.00000000  0.00000000  1.0
  Nb  Nb2  1  0.50000000  0.50000000  0.19817700  1.0
  Nb  Nb3  1  0.50000000  0.50000000  0.80182300  1.0
  O  O4  1  0.50000000  0.50000000  0.64456800  1.0
  O  O5  1  0.00000000  0.50000000  0.16097000  1.0
  O  O6  1  0.50000000  0.00000000  0.16097000  1.0
  O  O7  1  0.00000000  0.50000000  0.83903000  1.0
  O  O8  1  0.50000000  0.00000000  0.83903000  1.0
  O  O9  1  0.50000000  0.50000000  0.35543200  1.0
  O  O10  1  0.50000000  0.50000000  0.00000000  1.0
",123,99.43325558,0.096522176,0.001481068,1.520503084,,,2.49E-06,2.48490665
5,mp-6119,-3.361616867,2.0458,Na2Nd2Ti3O10,0.031896254,"['Na', 'Nd', 'O', 'Ti']","# generated using pymatgen
data_Na2Nd2Ti3O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   14.64115209
_cell_length_b   14.64115209
_cell_length_c   14.64115209
_cell_angle_alpha   164.88596718
_cell_angle_beta   164.88596718
_cell_angle_gamma   21.43737557
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2Nd2Ti3O10
_chemical_formula_sum   'Na2 Nd2 Ti3 O10'
_cell_volume   213.34232004
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.71201900  0.71201900  0.00000000  1.0
  Na  Na1  1  0.28798100  0.28798100  0.00000000  1.0
  Nd  Nd2  1  0.57526100  0.57526100  0.00000000  1.0
  Nd  Nd3  1  0.42473900  0.42473900  0.00000000  1.0
  Ti  Ti4  1  0.85326400  0.85326400  0.00000000  1.0
  Ti  Ti5  1  0.14673600  0.14673600  0.00000000  1.0
  Ti  Ti6  1  0.00000000  0.00000000  0.00000000  1.0
  O  O7  1  0.36821800  0.86821800  0.50000000  1.0
  O  O8  1  0.86821800  0.36821800  0.50000000  1.0
  O  O9  1  0.63178200  0.13178200  0.50000000  1.0
  O  O10  1  0.13178200  0.63178200  0.50000000  1.0
  O  O11  1  0.79202800  0.79202800  0.00000000  1.0
  O  O12  1  0.20797200  0.20797200  0.00000000  1.0
  O  O13  1  0.50000000  0.00000000  0.50000000  1.0
  O  O14  1  0.06734900  0.06734900  0.00000000  1.0
  O  O15  1  0.93265100  0.93265100  0.00000000  1.0
  O  O16  1  0.00000000  0.50000000  0.50000000  1.0
",139,119.4587816,0.009553299,0.000297197,2.095752954,,,1.22E-05,5.192956851
6,mp-1205881,-2.51351878,0,LaNb2HO7,,"['H', 'La', 'Nb', 'O']","# generated using pymatgen
data_LaNb2HO7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.92633200
_cell_length_b   3.92633200
_cell_length_c   10.74639000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaNb2HO7
_chemical_formula_sum   'La1 Nb2 H1 O7'
_cell_volume   165.66723991
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.50000000  0.50000000  0.00000000  1.0
  Nb  Nb1  1  0.00000000  0.00000000  0.21860700  1.0
  Nb  Nb2  1  0.00000000  0.00000000  0.78139300  1.0
  H  H3  1  0.50000000  0.50000000  0.50000000  1.0
  O  O4  1  0.00000000  0.00000000  0.38245200  1.0
  O  O5  1  0.00000000  0.00000000  0.61754800  1.0
  O  O6  1  0.00000000  0.00000000  0.00000000  1.0
  O  O7  1  0.00000000  0.50000000  0.16965100  1.0
  O  O8  1  0.00000000  0.50000000  0.83034900  1.0
  O  O9  1  0.50000000  0.00000000  0.16965100  1.0
  O  O10  1  0.50000000  0.00000000  0.83034900  1.0
",123,119.4587816,0.009553299,0.000297197,2.095752954,,,1.22E-05,6.583705562
7,mp-1223501,-3.190779286,1.4939,KLaNb2O7,,"['K', 'La', 'Nb', 'O']","# generated using pymatgen
data_KLaNb2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93270200
_cell_length_b   3.94580000
_cell_length_c   11.35639878
_cell_angle_alpha   79.99548118
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KLaNb2O7
_chemical_formula_sum   'K1 La1 Nb2 O7'
_cell_volume   173.54502165
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.00000000  0.23418000  0.53164100  1.0
  La  La1  1  0.00000000  0.99897300  0.00205300  1.0
  Nb  Nb2  1  0.50000000  0.39660100  0.20679800  1.0
  Nb  Nb3  1  0.50000000  0.60223900  0.79552200  1.0
  O  O4  1  0.50000000  0.08439400  0.83121200  1.0
  O  O5  1  0.50000000  0.91698100  0.16603800  1.0
  O  O6  1  0.00000000  0.41723400  0.16553200  1.0
  O  O7  1  0.00000000  0.58362000  0.83276000  1.0
  O  O8  1  0.50000000  0.31631800  0.36736500  1.0
  O  O9  1  0.50000000  0.68359800  0.63280500  1.0
  O  O10  1  0.50000000  0.50066200  0.99867500  1.0
",38,119.4587816,0.009553299,0.000297197,2.095752954,,,1.22E-05,3.33220451
8,mp-1223975,-3.379147885,2.2681,K2Nd2Ti3O10,,"['K', 'Nd', 'O', 'Ti']","# generated using pymatgen
data_K2Nd2Ti3O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   15.19820412
_cell_length_b   15.19483684
_cell_length_c   3.90434391
_cell_angle_alpha   82.66829464
_cell_angle_beta   82.57028466
_cell_angle_gamma   14.76142070
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2Nd2Ti3O10
_chemical_formula_sum   'K2 Nd2 Ti3 O10'
_cell_volume   227.79419476
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.70678400  0.70887700  0.29112300  1.0
  K  K1  1  0.29112300  0.29321600  0.70678400  1.0
  Nd  Nd2  1  0.55231900  0.59140700  0.40859300  1.0
  Nd  Nd3  1  0.40859300  0.44768100  0.55231900  1.0
  Ti  Ti4  1  0.13665500  0.14186100  0.85813900  1.0
  Ti  Ti5  1  0.85813900  0.86334500  0.13665500  1.0
  Ti  Ti6  1  0.01072100  0.98927900  0.01072100  1.0
  O  O7  1  0.09057800  0.03789900  0.96210100  1.0
  O  O8  1  0.96210100  0.90942200  0.09057800  1.0
  O  O9  1  0.19842500  0.19849200  0.80150800  1.0
  O  O10  1  0.80150800  0.80157500  0.19842500  1.0
  O  O11  1  0.12609300  0.12513700  0.37845100  1.0
  O  O12  1  0.62968100  0.62154900  0.87486300  1.0
  O  O13  1  0.87486300  0.87390700  0.62968100  1.0
  O  O14  1  0.37845100  0.37031900  0.12609300  1.0
  O  O15  1  0.52964800  0.47035200  0.05531700  1.0
  O  O16  1  0.05531700  0.94468300  0.52964800  1.0
",42,119.4587816,0.009553299,0.000297197,2.095752954,,,1.22E-05,7.723120092
9,mp-1245098,-3.341442911,2.6007,TiO2,,"['O', 'Ti']","# generated using pymatgen
data_TiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.59112378
_cell_length_b   10.78473663
_cell_length_c   10.48617618
_cell_angle_alpha   89.96794960
_cell_angle_beta   83.83199252
_cell_angle_gamma   83.35628125
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiO2
_chemical_formula_sum   'Ti30 O60'
_cell_volume   1182.74126011
_cell_formula_units_Z   30
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.17952600  0.34793800  0.38516700  1.0
  Ti  Ti1  1  0.85582800  0.10086900  0.52685900  1.0
  Ti  Ti2  1  0.52256500  0.80652500  0.64302300  1.0
  Ti  Ti3  1  0.75344600  0.79094900  0.19929300  1.0
  Ti  Ti4  1  0.29551100  0.43981200  0.07341500  1.0
  Ti  Ti5  1  0.42214900  0.16314100  0.20481600  1.0
  Ti  Ti6  1  0.99532500  0.56025100  0.26346900  1.0
  Ti  Ti7  1  0.55775200  0.52110300  0.08098200  1.0
  Ti  Ti8  1  0.63806800  0.54453400  0.76243300  1.0
  Ti  Ti9  1  0.48469800  0.36854100  0.45512200  1.0
  Ti  Ti10  1  0.37323100  0.03956400  0.82894200  1.0
  Ti  Ti11  1  0.89706500  0.42671500  0.54039000  1.0
  Ti  Ti12  1  0.08563400  0.43012500  0.80119600  1.0
  Ti  Ti13  1  0.07197000  0.87230200  0.63600800  1.0
  Ti  Ti14  1  0.16630300  0.18658800  0.02715800  1.0
  Ti  Ti15  1  0.30487500  0.65396100  0.81090300  1.0
  Ti  Ti16  1  0.87502200  0.30017600  0.25659300  1.0
  Ti  Ti17  1  0.29867200  0.22995200  0.60744800  1.0
  Ti  Ti18  1  0.60449100  0.22234800  0.73561000  1.0
  Ti  Ti19  1  0.68390900  0.56013900  0.37316900  1.0
  Ti  Ti20  1  0.92344600  0.04584400  0.16762200  1.0
  Ti  Ti21  1  0.83016900  0.76706700  0.48629500  1.0
  Ti  Ti22  1  0.85860400  0.01416700  0.84005800  1.0
  Ti  Ti23  1  0.31849900  0.90020000  0.39495700  1.0
  Ti  Ti24  1  0.10511200  0.90403000  0.95964800  1.0
  Ti  Ti25  1  0.66002900  0.24876800  0.02789800  1.0
  Ti  Ti26  1  0.26466600  0.64090000  0.28492300  1.0
  Ti  Ti27  1  0.16328800  0.61382800  0.56816700  1.0
  Ti  Ti28  1  0.87519900  0.51448700  0.97051800  1.0
  Ti  Ti29  1  0.68780300  0.76122000  0.95038900  1.0
  O  O30  1  0.00898800  0.87395600  0.82527900  1.0
  O  O31  1  0.28666200  0.80361500  0.25715300  1.0
  O  O32  1  0.79456200  0.94851600  0.19951900  1.0
  O  O33  1  0.49857800  0.26621200  0.32089900  1.0
  O  O34  1  0.47630700  0.89313000  0.79744700  1.0
  O  O35  1  0.30741900  0.39744800  0.49097900  1.0
  O  O36  1  0.79177800  0.22087100  0.13477000  1.0
  O  O37  1  0.22673500  0.53927600  0.71738100  1.0
  O  O38  1  0.64545800  0.58304400  0.21098000  1.0
  O  O39  1  0.57196300  0.12446700  0.10402400  1.0
  O  O40  1  0.33859300  0.06805500  0.66748800  1.0
  O  O41  1  0.18720900  0.21004100  0.48508000  1.0
  O  O42  1  0.77402800  0.60159800  0.83962700  1.0
  O  O43  1  0.16703700  0.93695700  0.49697400  1.0
  O  O44  1  0.69828100  0.74786800  0.37214700  1.0
  O  O45  1  0.32372300  0.12868000  0.06386800  1.0
  O  O46  1  0.93711300  0.37320900  0.86538400  1.0
  O  O47  1  0.05945700  0.92364800  0.13536600  1.0
  O  O48  1  0.86100700  0.92237300  0.46848100  1.0
  O  O49  1  0.74648900  0.90200900  0.86639200  1.0
  O  O50  1  0.53334100  0.52887000  0.45574900  1.0
  O  O51  1  0.37444900  0.03727400  0.31107900  1.0
  O  O52  1  0.00669900  0.73500100  0.56733700  1.0
  O  O53  1  0.23471100  0.77774800  0.93071400  1.0
  O  O54  1  0.69718100  0.11286600  0.61083300  1.0
  O  O55  1  0.03171800  0.56461100  0.91300500  1.0
  O  O56  1  0.44724800  0.85621400  0.50362800  1.0
  O  O57  1  0.20494700  0.28768900  0.74710300  1.0
  O  O58  1  0.26899200  0.31194900  0.23040500  1.0
  O  O59  1  0.55747700  0.63688400  0.95273000  1.0
  O  O60  1  0.91455300  0.46175600  0.15195500  1.0
  O  O61  1  0.93679100  0.05420600  0.98027000  1.0
  O  O62  1  0.18266200  0.35098400  0.98707800  1.0
  O  O63  1  0.02971200  0.47203800  0.62848400  1.0
  O  O64  1  0.20812400  0.76383100  0.68204900  1.0
  O  O65  1  0.86678200  0.57593200  0.42582300  1.0
  O  O66  1  0.70853800  0.42266400  0.01800600  1.0
  O  O67  1  0.04002500  0.19140300  0.15661500  1.0
  O  O68  1  0.48043200  0.15945200  0.83792500  1.0
  O  O69  1  0.88590800  0.13846200  0.34315400  1.0
  O  O70  1  0.74500700  0.38369500  0.36352600  1.0
  O  O71  1  0.48381600  0.26783000  0.60028600  1.0
  O  O72  1  0.93014800  0.71791000  0.25031100  1.0
  O  O73  1  0.59712900  0.38784100  0.78882000  1.0
  O  O74  1  0.00063900  0.37031400  0.36461700  1.0
  O  O75  1  0.72912300  0.17241700  0.86783600  1.0
  O  O76  1  0.94518000  0.02962300  0.66755800  1.0
  O  O77  1  0.19299500  0.04287100  0.90317600  1.0
  O  O78  1  0.82191100  0.70011200  0.04079900  1.0
  O  O79  1  0.39716200  0.54275300  0.19947900  1.0
  O  O80  1  0.29148500  0.66778400  0.45937400  1.0
  O  O81  1  0.73610000  0.50196700  0.61322000  1.0
  O  O82  1  0.12960900  0.54819200  0.39300500  1.0
  O  O83  1  0.33398400  0.53404600  0.93322300  1.0
  O  O84  1  0.48436300  0.36063700  0.05865700  1.0
  O  O85  1  0.69674500  0.77734400  0.62157100  1.0
  O  O86  1  0.88274200  0.26418800  0.57302100  1.0
  O  O87  1  0.61424200  0.82710700  0.10287900  1.0
  O  O88  1  0.47896400  0.65180000  0.71590700  1.0
  O  O89  1  0.16389300  0.56056600  0.16028400  1.0
",1,119.4587816,0.009553299,0.000297197,2.095752954,,,1.22E-05,4.941642423
